,Доллар,Евро,Юань
2011-06-10 00:00:00+00:00,27.7033,40.5244,4.277440000000001
2011-06-11 00:00:00+00:00,27.7907,40.2298,4.28723
2011-06-12 00:00:00+00:00,27.7907,40.2298,4.28723
2011-06-13 00:00:00+00:00,27.7907,40.2298,4.28723
2011-06-14 00:00:00+00:00,27.7907,40.2298,4.28723
2011-06-15 00:00:00+00:00,27.8984,40.2825,4.30684
2011-06-16 00:00:00+00:00,27.8957,40.128,4.30363
2011-06-17 00:00:00+00:00,28.19,39.8184,4.35091
2011-06-18 00:00:00+00:00,28.1778,39.8913,4.354200000000001
2011-06-19 00:00:00+00:00,28.1778,39.8913,4.354200000000001
2011-06-20 00:00:00+00:00,28.1778,39.8913,4.354200000000001
2011-06-21 00:00:00+00:00,28.1783,40.047,4.35287
2011-06-22 00:00:00+00:00,28.0118,40.2277,4.332240000000001
2011-06-23 00:00:00+00:00,27.896,40.1814,4.31539
2011-06-24 00:00:00+00:00,28.0568,40.0791,4.33591
2011-06-25 00:00:00+00:00,28.1655,40.1189,4.34948
2011-06-26 00:00:00+00:00,28.1655,40.1189,4.34948
2011-06-27 00:00:00+00:00,28.1655,40.1189,4.34948
2011-06-28 00:00:00+00:00,28.3478,40.0923,4.37655
2011-06-29 00:00:00+00:00,28.2352,40.3029,4.363750000000001
2011-06-30 00:00:00+00:00,28.0758,40.387,4.342940000000001
2011-07-01 00:00:00+00:00,27.8726,40.4153,4.31231
2011-07-02 00:00:00+00:00,27.8536,40.4824,4.30777
2011-07-03 00:00:00+00:00,27.8536,40.4824,4.30777
2011-07-04 00:00:00+00:00,27.8536,40.4824,4.30777
2011-07-05 00:00:00+00:00,27.8037,40.4155,4.30291
2011-07-06 00:00:00+00:00,27.8622,40.311,4.308570000000001
2011-07-07 00:00:00+00:00,27.8907,40.2435,4.31297
2011-07-08 00:00:00+00:00,27.9853,40.0917,4.32713
2011-07-09 00:00:00+00:00,27.888,40.0193,4.313760000000001
2011-07-10 00:00:00+00:00,27.888,40.0193,4.313760000000001
2011-07-11 00:00:00+00:00,27.888,40.0193,4.313760000000001
2011-07-12 00:00:00+00:00,28.0839,39.8033,4.342710000000001
2011-07-13 00:00:00+00:00,28.3842,39.5051,4.385080000000001
2011-07-14 00:00:00+00:00,28.2557,39.5919,4.368470000000001
2011-07-15 00:00:00+00:00,28.061,39.8214,4.34522
2011-07-16 00:00:00+00:00,28.1277,39.7388,4.351570000000001
2011-07-17 00:00:00+00:00,28.1277,39.7388,4.351570000000001
2011-07-18 00:00:00+00:00,28.1277,39.7388,4.351570000000001
2011-07-19 00:00:00+00:00,28.1775,39.5894,4.35604
2011-07-20 00:00:00+00:00,28.1505,39.7316,4.35254
2011-07-21 00:00:00+00:00,28.0466,39.728,4.343460000000001
2011-07-22 00:00:00+00:00,27.908,39.8415,4.32575
2011-07-23 00:00:00+00:00,27.7169,39.9484,4.29933
2011-07-24 00:00:00+00:00,27.7169,39.9484,4.29933
2011-07-25 00:00:00+00:00,27.7169,39.9484,4.29933
2011-07-26 00:00:00+00:00,27.7413,39.8365,4.30304
2011-07-27 00:00:00+00:00,27.546,39.9389,4.27733
2011-07-28 00:00:00+00:00,27.4439,39.7937,4.26035
2011-07-29 00:00:00+00:00,27.5907,39.5982,4.28101
2011-07-30 00:00:00+00:00,27.6796,39.5182,4.29687
2011-07-31 00:00:00+00:00,27.6796,39.5182,4.29687
2011-08-01 00:00:00+00:00,27.6796,39.5182,4.29687
2011-08-02 00:00:00+00:00,27.5204,39.6431,4.276010000000001
2011-08-03 00:00:00+00:00,27.8154,39.5173,4.31963
2011-08-04 00:00:00+00:00,27.8996,39.5923,4.333720000000001
2011-08-05 00:00:00+00:00,27.8432,39.8158,4.32469
2011-08-06 00:00:00+00:00,28.3382,39.9625,4.4002
2011-08-07 00:00:00+00:00,28.3382,39.9625,4.4002
2011-08-08 00:00:00+00:00,28.3382,39.9625,4.4002
2011-08-09 00:00:00+00:00,28.521,40.959,4.43658
2011-08-10 00:00:00+00:00,29.4166,41.9039,4.57241
2011-08-11 00:00:00+00:00,29.3065,42.0285,4.56601
2011-08-12 00:00:00+00:00,29.417,41.9075,4.60209
2011-08-13 00:00:00+00:00,29.4452,41.7768,4.604480000000001
2011-08-14 00:00:00+00:00,29.4452,41.7768,4.604480000000001
2011-08-15 00:00:00+00:00,29.4452,41.7768,4.604480000000001
2011-08-16 00:00:00+00:00,28.8576,41.2895,4.514860000000001
2011-08-17 00:00:00+00:00,28.7032,41.2924,4.49471
2011-08-18 00:00:00+00:00,28.7207,41.3061,4.49625
2011-08-19 00:00:00+00:00,28.9115,41.6355,4.52605
2011-08-20 00:00:00+00:00,29.2709,41.8749,4.57651
2011-08-21 00:00:00+00:00,29.2709,41.8749,4.57651
2011-08-22 00:00:00+00:00,29.2709,41.8749,4.57651
2011-08-23 00:00:00+00:00,29.2555,42.0226,4.57353
2011-08-24 00:00:00+00:00,28.9547,41.66,4.52361
2011-08-25 00:00:00+00:00,28.9037,41.6618,4.52235
2011-08-26 00:00:00+00:00,28.8825,41.6746,4.51762
2011-08-27 00:00:00+00:00,28.8717,41.6705,4.51869
2011-08-28 00:00:00+00:00,28.8717,41.6705,4.51869
2011-08-29 00:00:00+00:00,28.8717,41.6705,4.51869
2011-08-30 00:00:00+00:00,28.7108,41.7455,4.49942
2011-08-31 00:00:00+00:00,28.8569,41.8396,4.52288
2011-09-01 00:00:00+00:00,28.9278,41.7631,4.53506
2011-09-02 00:00:00+00:00,28.8911,41.4732,4.52846
2011-09-03 00:00:00+00:00,29.0604,41.3762,4.55078
2011-09-04 00:00:00+00:00,29.0604,41.3762,4.55078
2011-09-05 00:00:00+00:00,29.0604,41.3762,4.55078
2011-09-06 00:00:00+00:00,29.3436,41.483,4.59434
2011-09-07 00:00:00+00:00,29.6107,41.6771,4.63391
2011-09-08 00:00:00+00:00,29.4905,41.4902,4.61416
2011-09-09 00:00:00+00:00,29.5015,41.5175,4.61979
2011-09-10 00:00:00+00:00,29.6904,41.2786,4.6482
2011-09-11 00:00:00+00:00,29.6904,41.2786,4.6482
2011-09-12 00:00:00+00:00,29.6904,41.2786,4.6482
2011-09-13 00:00:00+00:00,30.3034,41.0914,4.74343
2011-09-14 00:00:00+00:00,30.1872,41.2267,4.718739999999999
2011-09-15 00:00:00+00:00,30.3643,41.3531,4.748279999999999
2011-09-16 00:00:00+00:00,30.5042,41.8792,4.77464
2011-09-17 00:00:00+00:00,30.5328,42.2482,4.78158
2011-09-18 00:00:00+00:00,30.5328,42.2482,4.78158
2011-09-19 00:00:00+00:00,30.5328,42.2482,4.78158
2011-09-20 00:00:00+00:00,30.868,42.2058,4.8334
2011-09-21 00:00:00+00:00,31.496,42.9164,4.93204
2011-09-22 00:00:00+00:00,31.4122,43.0127,4.9247
2011-09-23 00:00:00+00:00,31.9106,43.2421,4.99344
2011-09-24 00:00:00+00:00,32.1083,43.3655,5.02674
2011-09-25 00:00:00+00:00,32.1083,43.3655,5.02674
2011-09-26 00:00:00+00:00,32.1083,43.3655,5.02674
2011-09-27 00:00:00+00:00,32.4619,43.4535,5.08059
2011-09-28 00:00:00+00:00,32.2201,43.6357,5.03557
2011-09-29 00:00:00+00:00,31.818,43.2216,4.977320000000001
2011-09-30 00:00:00+00:00,31.8751,43.3979,4.98235
2011-10-01 00:00:00+00:00,32.11,43.4191,5.03142
2011-10-02 00:00:00+00:00,32.11,43.4191,5.03142
2011-10-03 00:00:00+00:00,32.11,43.4191,5.03142
2011-10-04 00:00:00+00:00,32.589,43.4411,5.112
2011-10-05 00:00:00+00:00,32.6799,43.1571,5.12626
2011-10-06 00:00:00+00:00,32.6374,43.4632,5.119590000000001
2011-10-07 00:00:00+00:00,32.5085,43.3728,5.09937
2011-10-08 00:00:00+00:00,32.2005,43.2614,5.05106
2011-10-09 00:00:00+00:00,32.2005,43.2614,5.05106
2011-10-10 00:00:00+00:00,32.2005,43.2614,5.05106
2011-10-11 00:00:00+00:00,32.0096,43.1425,5.04009
2011-10-12 00:00:00+00:00,31.427,42.8601,4.93189
2011-10-13 00:00:00+00:00,31.4151,42.8785,4.93149
2011-10-14 00:00:00+00:00,31.2014,43.0236,4.89257
2011-10-15 00:00:00+00:00,30.9905,42.7328,4.85805
2011-10-16 00:00:00+00:00,30.9905,42.7328,4.85805
2011-10-17 00:00:00+00:00,30.9905,42.7328,4.85805
2011-10-18 00:00:00+00:00,30.737,42.6169,4.82414
2011-10-19 00:00:00+00:00,30.9694,42.5551,4.85627
2011-10-20 00:00:00+00:00,30.9257,42.7084,4.84752
2011-10-21 00:00:00+00:00,31.3788,42.9858,4.91584
2011-10-22 00:00:00+00:00,31.3361,43.1373,4.909380000000001
2011-10-23 00:00:00+00:00,31.3361,43.1373,4.909380000000001
2011-10-24 00:00:00+00:00,31.3361,43.1373,4.909380000000001
2011-10-25 00:00:00+00:00,30.8255,42.9153,4.83507
2011-10-26 00:00:00+00:00,30.4971,42.4001,4.79454
2011-10-27 00:00:00+00:00,30.5732,42.5457,4.81339
2011-10-28 00:00:00+00:00,30.2421,42.3571,4.75699
2011-10-29 00:00:00+00:00,29.8977,42.383,4.70837
2011-10-30 00:00:00+00:00,29.8977,42.383,4.70837
2011-10-31 00:00:00+00:00,29.8977,42.383,4.70837
2011-11-01 00:00:00+00:00,30.1245,42.1833,4.74066
2011-11-02 00:00:00+00:00,30.6448,42.2469,4.82413
2011-11-03 00:00:00+00:00,30.683,42.1431,4.82862
2011-11-04 00:00:00+00:00,30.8438,42.2128,4.8563
2011-11-05 00:00:00+00:00,30.8438,42.2128,4.8563
2011-11-06 00:00:00+00:00,30.8438,42.2128,4.8563
2011-11-07 00:00:00+00:00,30.8438,42.2128,4.8563
2011-11-08 00:00:00+00:00,30.5694,42.0727,4.81635
2011-11-09 00:00:00+00:00,30.5014,41.9394,4.80685
2011-11-10 00:00:00+00:00,30.1033,41.5998,4.7483
2011-11-11 00:00:00+00:00,30.8454,41.6937,4.85946
2011-11-12 00:00:00+00:00,30.5282,41.5886,4.81297
2011-11-13 00:00:00+00:00,30.5282,41.5886,4.81297
2011-11-14 00:00:00+00:00,30.5282,41.5886,4.81297
2011-11-15 00:00:00+00:00,30.2921,41.6638,4.76913
2011-11-16 00:00:00+00:00,30.66,41.6884,4.82972
2011-11-17 00:00:00+00:00,30.8417,41.4605,4.8575
2011-11-18 00:00:00+00:00,30.7337,41.4997,4.839650000000001
2011-11-19 00:00:00+00:00,30.919,41.7035,4.8627
2011-11-20 00:00:00+00:00,30.919,41.7035,4.8627
2011-11-21 00:00:00+00:00,30.919,41.7035,4.8627
2011-11-22 00:00:00+00:00,30.9693,41.8612,4.87368
2011-11-23 00:00:00+00:00,31.0612,41.9109,4.88338
2011-11-24 00:00:00+00:00,31.2133,42.0256,4.911379999999999
2011-11-25 00:00:00+00:00,31.4365,42.0337,4.94463
2011-11-26 00:00:00+00:00,31.5788,42.0251,4.95626
2011-11-27 00:00:00+00:00,31.5788,42.0251,4.95626
2011-11-28 00:00:00+00:00,31.5788,42.0251,4.95626
2011-11-29 00:00:00+00:00,31.4117,41.7744,4.92316
2011-11-30 00:00:00+00:00,31.3216,41.8457,4.90973
2011-12-01 00:00:00+00:00,31.4001,41.7559,4.92844
2011-12-02 00:00:00+00:00,30.8486,41.5068,4.84546
2011-12-03 00:00:00+00:00,30.8099,41.4824,4.842499999999999
2011-12-04 00:00:00+00:00,30.8099,41.4824,4.842499999999999
2011-12-05 00:00:00+00:00,30.8099,41.4824,4.842499999999999
2011-12-06 00:00:00+00:00,30.9068,41.4707,4.85689
2011-12-07 00:00:00+00:00,31.1026,41.5842,4.88643
2011-12-08 00:00:00+00:00,31.1527,41.8661,4.90285
2011-12-09 00:00:00+00:00,31.2308,41.8711,4.90857
2011-12-10 00:00:00+00:00,31.5691,42.0153,4.95917
2011-12-11 00:00:00+00:00,31.5691,42.0153,4.95917
2011-12-12 00:00:00+00:00,31.5691,42.0153,4.95917
2011-12-13 00:00:00+00:00,31.4134,41.9023,4.93867
2011-12-14 00:00:00+00:00,31.6704,41.7891,4.97423
2011-12-15 00:00:00+00:00,31.7655,41.4127,4.98595
2011-12-16 00:00:00+00:00,31.8957,41.4389,5.004189999999999
2011-12-17 00:00:00+00:00,31.7701,41.3933,5.00711
2011-12-18 00:00:00+00:00,31.7701,41.3933,5.00711
2011-12-19 00:00:00+00:00,31.7701,41.3933,5.00711
2011-12-20 00:00:00+00:00,32.0323,41.6868,5.040010000000001
2011-12-21 00:00:00+00:00,32.0519,41.7059,5.0516
2011-12-22 00:00:00+00:00,31.7645,41.6718,5.01025
2011-12-23 00:00:00+00:00,31.5634,41.225,4.9783
2011-12-24 00:00:00+00:00,31.2575,40.8848,4.93036
2011-12-25 00:00:00+00:00,31.2575,40.8848,4.93036
2011-12-26 00:00:00+00:00,31.2575,40.8848,4.93036
2011-12-27 00:00:00+00:00,31.2266,40.7632,4.94303
2011-12-28 00:00:00+00:00,31.0847,40.6339,4.9138
2011-12-29 00:00:00+00:00,31.5633,41.228,4.99222
2011-12-30 00:00:00+00:00,32.0197,41.4079,5.06729
2011-12-31 00:00:00+00:00,32.1961,41.6714,5.11106
2012-01-01 00:00:00+00:00,32.1961,41.6714,5.11106
2012-01-02 00:00:00+00:00,32.1961,41.6714,5.11106
2012-01-03 00:00:00+00:00,32.1961,41.6714,5.11106
2012-01-04 00:00:00+00:00,32.1961,41.6714,5.11106
2012-01-05 00:00:00+00:00,32.1961,41.6714,5.11106
2012-01-06 00:00:00+00:00,32.1961,41.6714,5.11106
2012-01-07 00:00:00+00:00,32.1961,41.6714,5.11106
2012-01-08 00:00:00+00:00,32.1961,41.6714,5.11106
2012-01-09 00:00:00+00:00,32.1961,41.6714,5.11106
2012-01-10 00:00:00+00:00,32.1961,41.6714,5.11106
2012-01-11 00:00:00+00:00,31.8729,40.7591,5.04805
2012-01-12 00:00:00+00:00,31.6886,40.4061,5.01576
2012-01-13 00:00:00+00:00,31.6807,40.2852,5.014670000000001
2012-01-14 00:00:00+00:00,31.583,40.6189,5.00507
2012-01-15 00:00:00+00:00,31.583,40.6189,5.00507
2012-01-16 00:00:00+00:00,31.583,40.6189,5.00507
2012-01-17 00:00:00+00:00,31.9344,40.3842,5.05843
2012-01-18 00:00:00+00:00,31.5445,40.1688,4.99794
2012-01-19 00:00:00+00:00,31.5428,40.2612,4.99823
2012-01-20 00:00:00+00:00,31.4777,40.4772,4.98254
2012-01-21 00:00:00+00:00,31.2879,40.5867,4.94514
2012-01-22 00:00:00+00:00,31.2879,40.5867,4.94514
2012-01-23 00:00:00+00:00,31.2879,40.5867,4.94514
2012-01-24 00:00:00+00:00,31.3325,40.4064,4.94672
2012-01-25 00:00:00+00:00,30.8752,40.1872,4.87452
2012-01-26 00:00:00+00:00,30.667,39.9499,4.84165
2012-01-27 00:00:00+00:00,30.36,39.8384,4.79318
2012-01-28 00:00:00+00:00,30.3626,39.7841,4.79359
2012-01-29 00:00:00+00:00,30.3626,39.7841,4.79359
2012-01-30 00:00:00+00:00,30.3626,39.7841,4.79359
2012-01-31 00:00:00+00:00,30.3647,39.9691,4.80219
2012-02-01 00:00:00+00:00,30.3131,39.9678,4.80109
2012-02-02 00:00:00+00:00,30.4067,39.6777,4.821099999999999
2012-02-03 00:00:00+00:00,30.1855,39.7664,4.79181
2012-02-04 00:00:00+00:00,30.2385,39.7425,4.796110000000001
2012-02-05 00:00:00+00:00,30.2385,39.7425,4.796110000000001
2012-02-06 00:00:00+00:00,30.2385,39.7425,4.796110000000001
2012-02-07 00:00:00+00:00,30.2324,39.5137,4.78914
2012-02-08 00:00:00+00:00,30.0871,39.4592,4.77111
2012-02-09 00:00:00+00:00,29.693,39.4115,4.71564
2012-02-10 00:00:00+00:00,29.6795,39.4767,4.715
2012-02-11 00:00:00+00:00,29.8923,39.6282,4.74699
2012-02-12 00:00:00+00:00,29.8923,39.6282,4.74699
2012-02-13 00:00:00+00:00,29.8923,39.6282,4.74699
2012-02-14 00:00:00+00:00,29.8873,39.6037,4.74575
2012-02-15 00:00:00+00:00,30.0868,39.5431,4.775460000000001
2012-02-16 00:00:00+00:00,29.944,39.4572,4.75362
2012-02-17 00:00:00+00:00,30.2098,39.3181,4.79308
2012-02-18 00:00:00+00:00,29.9982,39.3846,4.76283
2012-02-19 00:00:00+00:00,29.9982,39.3846,4.76283
2012-02-20 00:00:00+00:00,29.9982,39.3846,4.76283
2012-02-21 00:00:00+00:00,29.7805,39.3311,4.72811
2012-02-22 00:00:00+00:00,29.7796,39.5235,4.7288
2012-02-23 00:00:00+00:00,29.7692,39.4114,4.72835
2012-02-24 00:00:00+00:00,29.7692,39.4114,4.72835
2012-02-25 00:00:00+00:00,29.449,39.3645,4.676299999999999
2012-02-26 00:00:00+00:00,29.449,39.3645,4.676299999999999
2012-02-27 00:00:00+00:00,29.449,39.3645,4.676299999999999
2012-02-28 00:00:00+00:00,29.1264,39.1517,4.62302
2012-02-29 00:00:00+00:00,28.9503,38.9121,4.59456
2012-03-01 00:00:00+00:00,29.0253,39.1029,4.61129
2012-03-02 00:00:00+00:00,29.2889,39.0714,4.64977
2012-03-03 00:00:00+00:00,29.296,38.949,4.65193
2012-03-04 00:00:00+00:00,29.296,38.949,4.65193
2012-03-05 00:00:00+00:00,29.296,38.949,4.65193
2012-03-06 00:00:00+00:00,29.2892,38.653,4.645020000000001
2012-03-07 00:00:00+00:00,29.4508,38.8721,4.668950000000001
2012-03-08 00:00:00+00:00,29.6621,38.9938,4.6991
2012-03-09 00:00:00+00:00,29.6621,38.9938,4.6991
2012-03-10 00:00:00+00:00,29.6621,38.9938,4.6991
2012-03-11 00:00:00+00:00,29.6621,38.9938,4.6991
2012-03-12 00:00:00+00:00,29.5406,38.7691,4.68103
2012-03-13 00:00:00+00:00,29.6666,38.8543,4.69178
2012-03-14 00:00:00+00:00,29.5091,38.8517,4.66554
2012-03-15 00:00:00+00:00,29.5125,38.4843,4.65717
2012-03-16 00:00:00+00:00,29.5822,38.5781,4.67429
2012-03-17 00:00:00+00:00,29.3578,38.4117,4.64177
2012-03-18 00:00:00+00:00,29.3578,38.4117,4.64177
2012-03-19 00:00:00+00:00,29.3578,38.4117,4.64177
2012-03-20 00:00:00+00:00,29.2224,38.4801,4.62468
2012-03-21 00:00:00+00:00,29.1652,38.6001,4.61205
2012-03-22 00:00:00+00:00,29.2079,38.7589,4.616899999999999
2012-03-23 00:00:00+00:00,29.2447,38.7258,4.63532
2012-03-24 00:00:00+00:00,29.4038,38.8189,4.66386
2012-03-25 00:00:00+00:00,29.4038,38.8189,4.66386
2012-03-26 00:00:00+00:00,29.4038,38.8189,4.66386
2012-03-27 00:00:00+00:00,29.2311,38.7429,4.63361
2012-03-28 00:00:00+00:00,28.9468,38.6266,4.58527
2012-03-29 00:00:00+00:00,29.0845,38.7696,4.61176
2012-03-30 00:00:00+00:00,29.2853,39.0402,4.641830000000001
2012-03-31 00:00:00+00:00,29.3282,39.1707,4.6563
2012-04-01 00:00:00+00:00,29.3282,39.1707,4.6563
2012-04-02 00:00:00+00:00,29.3282,39.1707,4.6563
2012-04-03 00:00:00+00:00,29.3479,39.1677,4.65951
2012-04-04 00:00:00+00:00,29.2944,39.0846,4.651380000000001
2012-04-05 00:00:00+00:00,29.4285,38.8368,4.67267
2012-04-06 00:00:00+00:00,29.4303,38.7097,4.66378
2012-04-07 00:00:00+00:00,29.4606,38.5138,4.670430000000001
2012-04-08 00:00:00+00:00,29.4606,38.5138,4.670430000000001
2012-04-09 00:00:00+00:00,29.4606,38.5138,4.670430000000001
2012-04-10 00:00:00+00:00,29.6358,38.7192,4.69768
2012-04-11 00:00:00+00:00,29.6359,38.8349,4.695320000000001
2012-04-12 00:00:00+00:00,29.8033,39.0781,4.72378
2012-04-13 00:00:00+00:00,29.569,38.8507,4.68784
2012-04-14 00:00:00+00:00,29.4711,38.8134,4.67832
2012-04-15 00:00:00+00:00,29.4711,38.8134,4.67832
2012-04-16 00:00:00+00:00,29.4711,38.8134,4.67832
2012-04-17 00:00:00+00:00,29.7614,38.7374,4.71378
2012-04-18 00:00:00+00:00,29.6368,38.8509,4.70664
2012-04-19 00:00:00+00:00,29.4978,38.6716,4.67915
2012-04-20 00:00:00+00:00,29.5122,38.723,4.68106
2012-04-21 00:00:00+00:00,29.5214,38.8118,4.67888
2012-04-22 00:00:00+00:00,29.5214,38.8118,4.67888
2012-04-23 00:00:00+00:00,29.5214,38.8118,4.67888
2012-04-24 00:00:00+00:00,29.488,38.8386,4.67351
2012-04-25 00:00:00+00:00,29.4549,38.795,4.66893
2012-04-26 00:00:00+00:00,29.2962,38.6593,4.64665
2012-04-27 00:00:00+00:00,29.277,38.7393,4.64464
2012-04-28 00:00:00+00:00,29.4234,38.7477,4.66446
2012-04-29 00:00:00+00:00,29.3627,38.9203,4.65343
2012-04-30 00:00:00+00:00,29.3627,38.9203,4.65343
2012-05-01 00:00:00+00:00,29.3627,38.9203,4.65343
2012-05-02 00:00:00+00:00,29.3627,38.9203,4.65343
2012-05-03 00:00:00+00:00,29.3708,38.8223,4.65996
2012-05-04 00:00:00+00:00,29.463,38.735,4.67118
2012-05-05 00:00:00+00:00,29.5937,38.9157,4.69332
2012-05-06 00:00:00+00:00,29.8075,39.0001,4.726850000000001
2012-05-07 00:00:00+00:00,29.8075,39.0001,4.726850000000001
2012-05-08 00:00:00+00:00,29.8075,39.0001,4.726850000000001
2012-05-09 00:00:00+00:00,29.8075,39.0001,4.726850000000001
2012-05-10 00:00:00+00:00,29.8075,39.0001,4.726850000000001
2012-05-11 00:00:00+00:00,30.1891,39.116,4.78266
2012-05-12 00:00:00+00:00,30.2306,39.0458,4.78605
2012-05-13 00:00:00+00:00,30.1793,38.9826,4.78262
2012-05-14 00:00:00+00:00,30.1793,38.9826,4.78262
2012-05-15 00:00:00+00:00,30.2652,39.0088,4.78986
2012-05-16 00:00:00+00:00,30.3299,38.983,4.80086
2012-05-17 00:00:00+00:00,30.9758,39.33,4.89829
2012-05-18 00:00:00+00:00,30.9417,39.3919,4.89499
2012-05-19 00:00:00+00:00,31.3921,39.7518,4.96161
2012-05-20 00:00:00+00:00,31.3921,39.7518,4.96161
2012-05-21 00:00:00+00:00,31.3921,39.7518,4.96161
2012-05-22 00:00:00+00:00,31.1582,39.8077,4.92519
2012-05-23 00:00:00+00:00,31.0644,39.7376,4.91486
2012-05-24 00:00:00+00:00,31.3803,39.7651,4.95692
2012-05-25 00:00:00+00:00,31.6247,39.7681,4.98734
2012-05-26 00:00:00+00:00,31.7572,39.8426,5.00366
2012-05-27 00:00:00+00:00,31.7572,39.8426,5.00366
2012-05-28 00:00:00+00:00,31.7572,39.8426,5.00366
2012-05-29 00:00:00+00:00,31.827,40.1179,5.01742
2012-05-30 00:00:00+00:00,32.086,40.2423,5.05546
2012-05-31 00:00:00+00:00,32.4509,40.4598,5.10636
2012-06-01 00:00:00+00:00,32.9173,40.8076,5.16625
2012-06-02 00:00:00+00:00,33.7384,41.6804,5.29562
2012-06-03 00:00:00+00:00,33.7384,41.6804,5.29562
2012-06-04 00:00:00+00:00,33.7384,41.6804,5.29562
2012-06-05 00:00:00+00:00,34.0395,42.2464,5.34657
2012-06-06 00:00:00+00:00,33.2001,41.5068,5.21735
2012-06-07 00:00:00+00:00,32.7889,40.9501,5.15079
2012-06-08 00:00:00+00:00,32.1922,40.4205,5.0623
2012-06-09 00:00:00+00:00,32.7358,40.9067,5.13946
2012-06-10 00:00:00+00:00,32.5862,40.7914,5.11541
2012-06-11 00:00:00+00:00,32.5862,40.7914,5.11541
2012-06-12 00:00:00+00:00,32.5862,40.7914,5.11541
2012-06-13 00:00:00+00:00,32.5862,40.7914,5.11541
2012-06-14 00:00:00+00:00,32.7331,40.9426,5.13791
2012-06-15 00:00:00+00:00,32.5766,40.939,5.11543
2012-06-16 00:00:00+00:00,32.3945,40.9078,5.08891
2012-06-17 00:00:00+00:00,32.3945,40.9078,5.08891
2012-06-18 00:00:00+00:00,32.3945,40.9078,5.08891
2012-06-19 00:00:00+00:00,32.1315,40.8231,5.05546
2012-06-20 00:00:00+00:00,32.5315,41.006,5.11759
2012-06-21 00:00:00+00:00,32.5166,41.2441,5.11444
2012-06-22 00:00:00+00:00,32.9054,41.7208,5.172099999999999
2012-06-23 00:00:00+00:00,33.5191,42.0464,5.26624
2012-06-24 00:00:00+00:00,33.5191,42.0464,5.26624
2012-06-25 00:00:00+00:00,33.5191,42.0464,5.26624
2012-06-26 00:00:00+00:00,33.1693,41.4981,5.211370000000001
2012-06-27 00:00:00+00:00,33.1732,41.4964,5.21288
2012-06-28 00:00:00+00:00,32.8384,41.0217,5.15889
2012-06-29 00:00:00+00:00,32.9412,41.1963,5.18106
2012-06-30 00:00:00+00:00,32.8169,41.323,5.16436
2012-07-01 00:00:00+00:00,32.8169,41.323,5.16436
2012-07-02 00:00:00+00:00,32.8169,41.323,5.16436
2012-07-03 00:00:00+00:00,32.5287,41.0642,5.12384
2012-07-04 00:00:00+00:00,32.4789,40.9332,5.11261
2012-07-05 00:00:00+00:00,32.2065,40.5512,5.07429
2012-07-06 00:00:00+00:00,32.4727,40.685,5.11107
2012-07-07 00:00:00+00:00,32.624,40.3885,5.124969999999999
2012-07-08 00:00:00+00:00,32.624,40.3885,5.124969999999999
2012-07-09 00:00:00+00:00,32.624,40.3885,5.124969999999999
2012-07-10 00:00:00+00:00,32.9907,40.5522,5.17891
2012-07-11 00:00:00+00:00,32.9754,40.5367,5.17887
2012-07-12 00:00:00+00:00,32.8282,40.2638,5.15761
2012-07-13 00:00:00+00:00,32.7177,40.0072,5.13638
2012-07-14 00:00:00+00:00,32.659,39.8277,5.11945
2012-07-15 00:00:00+00:00,32.659,39.8277,5.11945
2012-07-16 00:00:00+00:00,32.659,39.8277,5.11945
2012-07-17 00:00:00+00:00,32.6208,39.8985,5.11554
2012-07-18 00:00:00+00:00,32.4955,39.924,5.09845
2012-07-19 00:00:00+00:00,32.4041,39.802,5.08786
2012-07-20 00:00:00+00:00,32.0764,39.4219,5.03483
2012-07-21 00:00:00+00:00,31.9509,39.1686,5.013640000000001
2012-07-22 00:00:00+00:00,31.9509,39.1686,5.013640000000001
2012-07-23 00:00:00+00:00,31.9509,39.1686,5.013640000000001
2012-07-24 00:00:00+00:00,32.376,39.162,5.06794
2012-07-25 00:00:00+00:00,32.6324,39.5374,5.11143
2012-07-26 00:00:00+00:00,32.9657,39.839,5.15871
2012-07-27 00:00:00+00:00,32.6224,39.6362,5.11091
2012-07-28 00:00:00+00:00,32.2131,39.6028,5.05098
2012-07-29 00:00:00+00:00,32.2131,39.6028,5.05098
2012-07-30 00:00:00+00:00,32.2131,39.6028,5.05098
2012-07-31 00:00:00+00:00,32.1881,39.5527,5.04634
2012-08-01 00:00:00+00:00,32.2058,39.5101,5.05316
2012-08-02 00:00:00+00:00,32.3322,39.8236,5.076890000000001
2012-08-03 00:00:00+00:00,32.4563,39.7525,5.09534
2012-08-04 00:00:00+00:00,32.5361,39.6745,5.10418
2012-08-05 00:00:00+00:00,32.5361,39.6745,5.10418
2012-08-06 00:00:00+00:00,32.5361,39.6745,5.10418
2012-08-07 00:00:00+00:00,31.9451,39.5353,5.01375
2012-08-08 00:00:00+00:00,31.6644,39.2322,4.971880000000001
2012-08-09 00:00:00+00:00,31.6907,39.2299,4.9771
2012-08-10 00:00:00+00:00,31.4807,38.9511,4.9558
2012-08-11 00:00:00+00:00,31.8974,39.1923,5.01421
2012-08-12 00:00:00+00:00,31.8974,39.1923,5.01421
2012-08-13 00:00:00+00:00,31.8974,39.1923,5.01421
2012-08-14 00:00:00+00:00,31.8707,39.1468,5.011200000000001
